text,sector
Build a portfolio of small cap medical stocks using 1000000.,Healthcare
Recommend stable banking companies for a risky investor.,Financial Services
Build a portfolio with 50000 in medium risk 6 months stocks,Unspecified
Allocate 10000 into 5 years auto stocks,Consumer Cyclical
Recommend stable banking companies for a conservative investor.,Financial Services
Suggest the best crude oil investments using 75000.,Energy
Suggest a portfolio of luxury goods companies for 5 years appreciation.,Consumer Cyclical
Find the best medium risk 10 years crude oil stocks,Energy
Suggest high quality household products businesses for retirement.,Consumer Defensive
Recommend top performing pharmaceuticals stocks for wealth creation.,Healthcare
Find undervalued solar stocks for growth.,Utilities
Suggest safe semiconductor investments,Technology
Analyze the top building materials companies for a safe investor.,Basic Materials
Build a portfolio focused on infrastructure and growth.,Industrials
Recommend the best small cap companies in the ecommerce sector.,Consumer Cyclical
Recommend safe semiconductor companies for long term growth.,Technology
Allocate 100000 into safe 1 year telecommunications stocks,Communication Services
Find the best safe commercial real estate stocks,Real Estate
Recommend the strongest refining companies,Energy
Recommend the strongest retail companies,Consumer Cyclical
Recommend 5 years pharmaceutical stocks,Healthcare
Allocate 50000 into risky aluminum stocks,Basic Materials
Find attractive deep learning opportunities for 1 year.,Technology
Build a medium risk investment strategy focused on renewable energy.,Utilities
Suggest 6 months manufacturing investments,Industrials
Allocate 500000 into chips stocks,Technology
Recommend 1 year power generation stocks,Utilities
Allocate 1000000 into aggressive 5 years stocks,Unspecified
Recommend growth-oriented brokerage stocks.,Financial Services
Create a aggressive portfolio in social media using 25000.,Communication Services
Suggest the best automobiles investments using 1000000.,Consumer Cyclical
Recommend mid cap broadcasting companies for 6 months growth.,Communication Services
Allocate 100000 into the top engineering companies for 5 years.,Industrials
Build a portfolio focused on investment banking and growth.,Financial Services
Recommend safe ecommerce companies,Consumer Cyclical
Allocate 25000 across large cap telecom companies.,Communication Services
Recommend risky hospitals stocks,Healthcare
Allocate 1000000 into chemicals stocks for a aggressive 3 years investment.,Basic Materials
Suggest high quality realty businesses for wealth creation.,Real Estate
Allocate 100000 into 3 years broadcasting stocks,Communication Services
Allocate 250000 into 10 years mining stocks,Basic Materials
Find residential real estate stocks with strong earnings growth.,Real Estate
Recommend medium risk housing stocks,Real Estate
Allocate 100000 into asset management stocks for a safe 3 years investment.,Financial Services
Find consumer goods opportunities for a retired investor.,Consumer Defensive
Build a small cap natural gas portfolio for 1 year growth.,Energy
Find the best conservative 6 months asset management stocks,Financial Services
Build a portfolio with 100000 in medium risk 1 year stocks,Unspecified
Allocate 1000000 into safe entertainment stocks,Communication Services
Find the best aggressive food stocks,Consumer Defensive
Build a small cap petroleum portfolio for 3 years growth.,Energy
Compare leading finance businesses for long term growth.,Financial Services
Allocate 25000 into conservative auto stocks,Consumer Cyclical
Best aerospace opportunities,Industrials
Find the best aggressive 3 years automobile stocks,Consumer Cyclical
Allocate 75000 into industrial equipment stocks for a aggressive 10 years investment.,Industrials
Recommend top performing health stocks for wealth creation.,Healthcare
Allocate 50000 into aggressive 10 years solar stocks,Utilities
Suggest a portfolio of banking companies for 10 years appreciation.,Financial Services
Allocate 25000 into conservative financial services stocks,Financial Services
Top aluminum companies for growth,Basic Materials
Suggest medium risk vehicle investments,Consumer Cyclical
Recommend safe 1 year residential real estate stocks,Real Estate
Find attractive hospitality opportunities for 6 months.,Consumer Cyclical
Allocate 10000 into aggressive stocks for retirement,Unspecified
Find the best infrastructure businesses for wealth creation.,Industrials
Allocate 500000 into refining stocks for a safe 5 years investment.,Energy
Allocate 100000 across large cap deep learning companies.,Technology
Find high quality railroad businesses for 5 years.,Industrials
Recommend long term e&p investments for a college student.,Energy
Build a stock portfolio using 10000 in the aluminium sector.,Basic Materials
Allocate 500000 into the top real estate companies for 1 year.,Real Estate
Good deep learning investments,Technology
Recommend mid cap travel companies for 1 year growth.,Consumer Cyclical
Suggest aggressive consumer defensive investments,Consumer Defensive
Find attractive deep learning opportunities for 10 years.,Technology
Build a portfolio of small cap oil stocks using 500000.,Energy
Suggest the best logistics investments using 25000.,Industrials
Suggest 1 year tech investments,Technology
Build a conservative investment strategy focused on commercial real estate.,Real Estate
Recommend aggressive manufacturing stocks,Industrials
Allocate 250000 into pharma stocks for a safe 3 years investment.,Healthcare
Suggest a portfolio of property development companies for 1 year appreciation.,Real Estate
High growth semiconductors companies,Technology
Recommend risky advertising companies for passive income.,Communication Services
Allocate 1000000 into aggressive 6 months copper stocks,Basic Materials
Identify market leaders in property for 1 year.,Real Estate
Recommend top performing hospital stocks for wealth creation.,Healthcare
Suggest a portfolio of pharma companies for 5 years appreciation.,Healthcare
Suggest a portfolio of aerospace companies for 1 year appreciation.,Industrials
Recommend large cap railroad companies for 5 years growth.,Industrials
Build a diversified software portfolio with 25000.,Technology
Recommend industry leaders in cybersecurity for a safe investor.,Technology
Recommend the best large cap companies in the semiconductor sector.,Technology
Identify market leaders in media for 1 year.,Communication Services
Find the best medium risk 10 years financial stocks,Financial Services
Allocate 100000 into utility stocks for a conservative 6 months investment.,Utilities
Find the best conservative iron stocks,Basic Materials
Find the best vehicle businesses for long term growth.,Consumer Cyclical
Suggest the best defense manufacturing investments using 50000.,Industrials
Find companies in iron suitable for growth.,Basic Materials
Suggest high quality basic materials businesses for retirement.,Basic Materials
Create a diversified investment plan using diagnostics stocks.,Healthcare
Recommend industry leaders in automobile for a safe investor.,Consumer Cyclical
