text,risk
Suggest speculative stocks in telecom,high_risk
Looking for moonshots from the AI sector,high_risk
Need low volatility stocks in defence,low_risk
I can take big risks in banking,high_risk
Looking for sensible investments in defence,medium_risk
good growth stocks from the semiconductor sector,unspecified
recommend stocks related to defence,unspecified
market leaders from the defence sector,unspecified
Need stocks with huge potential from the consumer sector,high_risk
Help me find I don't mind some fluctuations,medium_risk
best technology stocks in energy,unspecified
Any suggest some stocks,unspecified
tell me I want growth over time,medium_risk
Can you suggest Need low volatility stocks,low_risk
best healthcare stocks in banking,unspecified
Recommend Looking for explosive growth,high_risk
I want life changing returns,high_risk
Reasonable risk for good returns from the defence sector,medium_risk
recommend defence stocks from the telecom sector,unspecified
I don't like taking risks from the technology sector,low_risk
I don't like taking risks from the consumer sector,low_risk
I want safe stocks related to defence,low_risk
Looking for medium risk opportunities in pharma,medium_risk
Can you suggest Looking for moonshots,high_risk
Aggressive growth investing related to telecom,high_risk
Can you suggest High risk high reward,high_risk
High risk high reward related to semiconductor,high_risk
Tell me about best technology stocks,unspecified
Growth with stability in telecom,medium_risk
suggest some stocks in banking,unspecified
Please recommend market leaders,unspecified
Recommend blue chip stocks from the pharma sector,low_risk
Looking for sensible investments in telecom,medium_risk
Can you suggest Moderately aggressive investing,medium_risk
Balanced wealth building in semiconductor,medium_risk
Please recommend Give me financially stable companies,low_risk
What are some I can handle drawdowns,high_risk
Please recommend interesting investment ideas,unspecified
I am risk averse from the AI sector,low_risk
Suggest defensive stocks in energy,low_risk
tell me Recommend aggressive investments,high_risk
I want growth but not too much risk related to banking,medium_risk
What do you think of what should i invest in,unspecified
Protect my capital from the semiconductor sector,low_risk
I prefer conservative investments related to banking,low_risk
Recommend market leaders,unspecified
Reasonable risk for good returns related to energy,medium_risk
Need maximum returns in energy,high_risk
Looking for safe investments in technology,low_risk
show me best semiconductor stocks,unspecified
Find me High risk high reward,high_risk
Please recommend I don't want to lose money,low_risk
strong companies from the banking sector,unspecified
Give me financially stable companies related to semiconductor,low_risk
best indian stocks related to consumer,unspecified
best indian stocks related to semiconductor,unspecified
High risk high reward from the healthcare sector,high_risk
Aggressive growth investing related to defence,high_risk
Can you suggest I want strong established companies,low_risk
Need low volatility stocks related to telecom,low_risk
Want decent upside from the healthcare sector,medium_risk
looking for Looking for rapid growth,high_risk
Any Need steady growth,low_risk
good growth stocks in healthcare,unspecified
Find me good long term stocks,unspecified
Help me find best technology stocks,unspecified
I don't want to lose money from the banking sector,low_risk
I want high risk stocks related to telecom,high_risk
I can tolerate moderate volatility in AI,medium_risk
show me I can tolerate moderate volatility,medium_risk
top performing companies related to healthcare,unspecified
Can you suggest I want growth but not too much risk,medium_risk
What do you think of I want stable returns,low_risk
Can you recommend Swing for the fences,high_risk
Moderately aggressive investing related to banking,medium_risk
Need low volatility stocks from the telecom sector,low_risk
I am looking for I don't mind some fluctuations,medium_risk
I can take big risks related to energy,high_risk
Suggest I don't mind losing money,high_risk
Recommend aggressive investments in energy,high_risk
I prefer conservative investments from the banking sector,low_risk
Any Growth with stability,medium_risk
I am looking for Protect my capital,low_risk
interesting investment ideas related to telecom,unspecified
Suggest Growth with stability,medium_risk
Looking for safe investments in pharma,low_risk
Suggest defensive stocks from the telecom sector,low_risk
Protect my capital from the pharma sector,low_risk
Help me find I am comfortable with volatility,high_risk
suggest some stocks related to healthcare,unspecified
Recommend blue chip stocks from the technology sector,low_risk
Looking for reliable companies related to AI,low_risk
Best opportunities in the market,unspecified
I want multibaggers in consumer,high_risk
Reasonable risk for good returns related to telecom,medium_risk
best stocks to buy related to AI,unspecified
Find me I want multibaggers,high_risk
I want multibaggers related to energy,high_risk
I need best indian stocks,unspecified
Please recommend stocks with potential,unspecified
Need maximum returns in banking,high_risk
I need recommend banking stocks,unspecified
which stocks should i buy in healthcare,unspecified
Suggest defensive stocks in pharma,low_risk
I don't mind some fluctuations related to telecom,medium_risk
I want high risk stocks in semiconductor,high_risk
What do you think of I want predictable returns,low_risk
Steady wealth creation in energy,medium_risk
I want multibaggers from the consumer sector,high_risk
looking for Looking for moonshots,high_risk
I can handle drawdowns from the semiconductor sector,high_risk
strong companies related to healthcare,unspecified
good investment opportunities from the telecom sector,unspecified
