text,risk
Build a balanced portfolio with 250000 using small_cap financial services stocks.,medium_risk
"Find high-risk, high-reward industrial opportunities for 1 year growth.",high_risk
I have 25000. Redistribute this into the top 5 banking stocks best for a month growth.,low_risk
Create a retirement portfolio by allocating 50000 into industrial stocks.,low_risk
Allocate 1000000 into ai stocks for a a month investor.Recommend stocks in the ai sector.,unspecified
Create a diversified consumer goods stock portfolio using 1000000 for 5 years investment.,medium_risk
I do not mind major drawdowns. Make me a portfolio using 75000 from the renewable energy sector.,high_risk
Allocate 250000 into telecom stocks for a 5 years investment.,unspecified
I have 500000. Redistribute this into the top 5 technology stocks best for 10 years growth.,low_risk
Create a diversified financial services stock portfolio using 500000 for 6 months investment.,medium_risk
"Find high-risk, high-reward telecom opportunities for 1 year growth.",high_risk
Build a portfolio of 25000 for 6 months appreciation from the real estate sector.,medium_risk
Build a moderate-risk strategy in renewable energy using 250000.,medium_risk
Allocate 50000 into renewable energy stocks for a a year investor.Recommend stocks in the renewable energy sector.,unspecified
I have 250000. Redistribute this into the top 5 healthcare stocks best for 1 year growth.,low_risk
Build a balanced portfolio with 75000 using large financial services stocks.,medium_risk
Suggest high-volatility large_cap telecom stocks with massive growth potential within a year.,high_risk
"Allocate 1000000 into healthcare stocks for a safe, 5 years investment.",low_risk
Suggest high-volatility medium_cap energy stocks with massive growth potential within 6 months.,high_risk
Build a portfolio of 100000 for 3 years appreciation from the renewable energy sector.,medium_risk
Build a speculative portfolio using 1000000 for a 6 months investor.,high_risk
I have 10000. Redistribute this into the top 5 energy stocks best for 10 years growth.,low_risk
Suggest high-volatility small_cap financial services stocks with massive growth potential within 6 months.,high_risk
"Allocate 25000 into renewable energy stocks for a safe, 6 months investment.",low_risk
Build a portfolio of 250000 for 10 years appreciation from the banking sector.,medium_risk
Create a diversified industrial stock portfolio using 250000 for 3 years investment.,medium_risk
Allocate 1000000 into real estate stocks for a 1 year investment.,unspecified
Suggest quality large_cap companies from the industrial sector.,medium_risk
Suggest risky renewable energy stocks for 1 year growth.,high_risk
I have 1000000. Redistribute this into the top 5 ai stocks best for a month growth.,low_risk
Suggest high-volatility large_cap ai stocks with massive growth potential within a month.,high_risk
Build a portfolio of 250000 for 3 years appreciation from the energy sector.,medium_risk
I have 50000. Redistribute this into the top 5 energy stocks best for 10 years growth.,low_risk
I have 25000. Redistribute this into the top 5 energy stocks best for a month growth.,low_risk
Build a balanced financial services plan for retirement using 25000.,medium_risk
Suggest diversified holdings of 1000000 across healthcare.,medium_risk
Build a balanced technology plan for wealth creation using 10000.,medium_risk
Create a diversified industrial stock portfolio using 100000 for 6 months investment.,medium_risk
Allocate 500000 into ai stocks for a 1 year investor.Recommend stocks in the ai sector.,unspecified
Recommend safe stocks from the industrial sector for future expenses.,low_risk
Build a portfolio of 25000 for a month appreciation from the real estate sector.,medium_risk
Create a diversified renewable energy stock portfolio using 75000 for 1 year investment.,medium_risk
I have 75000. Redistribute this into the top 5 ai stocks best for 3 years growth.,low_risk
Build a balanced industrial plan for capital preservation using 1000000.,medium_risk
Build a balanced portfolio with 100000 using small industrial stocks.,medium_risk
Allocate 250000 into ai stocks for a 10 years investor.Recommend stocks in the ai sector.,unspecified
Allocate 250000 into energy stocks for a a month investment.,unspecified
Suggest high-volatility large_cap industrial stocks with massive growth potential within 1 year.,high_risk
"Allocate 250000 into real estate stocks for a safe, a month investor.",low_risk
"Find high-risk, high-reward energy opportunities for 10 years growth.",high_risk
Allocate 75000 into ai stocks for a 6 months investor.Recommend stocks in the ai sector.,unspecified
Allocate 500000 into ai stocks for a 3 years investor.Recommend stocks in the ai sector.,unspecified
Build a balanced banking plan for passive income using 250000.,medium_risk
"Build a portfolio of 10000 from the consumer goods sector for a risky, 6 months investment.",high_risk
Allocate 50000 into technology stocks for a 1 year investor.Recommend stocks in the technology sector.,unspecified
Build a balanced portfolio with 25000 using large_cap consumer goods stocks.,medium_risk
Build a balanced renewable energy plan for wealth creation using 75000.,medium_risk
Build a balanced telecom plan for children's education using 100000.,medium_risk
Allocate 1000000 into energy stocks for a 5 years investor.Recommend stocks in the energy sector.,unspecified
I have 250000. Redistribute this into the top 5 banking stocks best for 1 year growth.,low_risk
Suggest risky industrial stocks for 3 years growth.,high_risk
"Build a portfolio of 75000 from the consumer goods sector for a risky, 3 years investment.",high_risk
Build a balanced telecom plan for capital preservation using 75000.,medium_risk
"Allocate 100000 into telecom stocks for a safe, 6 months investor.",low_risk
I have 250000. Redistribute this into the top 5 telecom stocks best for 5 years growth.,low_risk
"Allocate 1000000 into technology stocks for a risky, 6 months investor.",high_risk
Create a diversified healthcare stock portfolio using 250000 for a year investment.,medium_risk
"Allocate 1000000 into technology stocks for a safe, a month investment.",low_risk
Build a portfolio of 250000 for 1 year appreciation from the real estate sector.,medium_risk
I can tolerate significant volatility. Make me a portfolio of 500000 from the industrial sector.,high_risk
Create a diversified technology stock portfolio using 25000 for 5 years investment.,medium_risk
"Find the next generation of market leaders.Allocate 10000 into renewable energy stocks for a risky, 10 years investment.",high_risk
"Allocate 25000 into technology stocks for a risky, 3 years investor.",high_risk
I do not mind major drawdowns. Make me a portfolio using 500000 from the banking sector.,high_risk
"Allocate 50000 into real estate stocks for a risky, 3 years investor.",high_risk
"Allocate 100000 into consumer goods stocks for a risky, 3 years investor.",high_risk
Suggest diversified holdings of 25000 across financial services.,medium_risk
"Allocate 500000 into technology stocks for a safe, 5 years investment.",low_risk
Build a portfolio of 250000 for 10 years appreciation from the financial services sector.,medium_risk
Build a balanced portfolio with 10000 using large_cap industrial stocks.,medium_risk
"Allocate 1000000 into energy stocks for a safe, 3 years investment.",low_risk
Build a portfolio of 25000 for 3 years appreciation from the consumer goods sector.,medium_risk
"Allocate 500000 into healthcare stocks for a safe, 1 year investor.",low_risk
I have 10000. Redistribute this into the top 5 real estate stocks best for 5 years growth.,low_risk
Create a diversified banking stock portfolio using 500000 for 5 years investment.,medium_risk
"Allocate 1000000 into banking stocks for a safe, 3 years investment.",low_risk
"Allocate 50000 into consumer goods stocks for a risky, 10 years investor.",high_risk
Build a speculative portfolio using 50000 for a 6 months investor.,high_risk
Allocate 1000000 into telecom stocks for a 6 months investor.Recommend stocks in the telecom sector.,unspecified
